,hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
15895,Resort Hotel,0,210,2015,August,32,2,2,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,134.0,0,0,Check-Out,2015-08-07
15900,Resort Hotel,0,82,2015,August,32,2,2,3,3,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240.0,,0,Transient,227.4,0,3,Check-Out,2015-08-07
15903,Resort Hotel,0,93,2015,August,32,2,2,3,2,0.0,1,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,134.0,0,4,Check-Out,2015-08-07
15904,Resort Hotel,0,82,2015,August,32,2,2,3,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,209.4,1,2,Check-Out,2015-08-07
15909,Resort Hotel,0,93,2015,August,32,2,2,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,134.0,0,3,Check-Out,2015-08-07
15910,Resort Hotel,0,85,2015,August,32,2,2,3,3,0.0,0,BB,LUX,Offline TA/TO,TA/TO,0,0,0,D,D,1,No Deposit,8.0,,0,Transient,161.45,1,1,Check-Out,2015-08-07
15921,Resort Hotel,0,159,2015,August,32,2,2,4,2,1.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,15.0,,0,Transient,96.3,0,1,Check-Out,2015-08-08
15925,Resort Hotel,0,46,2015,August,32,2,2,4,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,,,0,Transient,110.0,0,1,Check-Out,2015-08-08
15936,Resort Hotel,0,156,2015,August,32,2,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,156.0,,0,Transient,112.63,0,0,Check-Out,2015-08-09
15937,Resort Hotel,0,12,2015,August,32,2,2,5,2,0.0,1,BB,GBR,Online TA,TA/TO,0,0,0,F,G,0,No Deposit,241.0,,0,Transient,172.63,0,2,Check-Out,2015-08-09
15939,Resort Hotel,0,143,2015,August,32,2,2,5,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,134.0,,0,Transient,131.13,1,1,Check-Out,2015-08-09
15941,Resort Hotel,0,167,2015,August,32,2,2,5,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,164.0,1,1,Check-Out,2015-08-09
15944,Resort Hotel,0,55,2015,August,32,2,2,5,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,241.0,,0,Transient,148.75,0,4,Check-Out,2015-08-09
15946,Resort Hotel,0,157,2015,August,32,2,2,5,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,196.0,,0,Transient-Party,119.7,0,1,Check-Out,2015-08-09
15948,Resort Hotel,0,78,2015,August,32,2,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,171.0,,0,Transient,101.65,0,0,Check-Out,2015-08-09
15949,Resort Hotel,0,16,2015,August,32,2,2,5,3,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,F,G,0,No Deposit,241.0,,0,Transient,188.46,0,1,Check-Out,2015-08-09
15957,Resort Hotel,0,82,2015,August,32,2,2,5,2,1.0,0,HB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,171.9,0,2,Check-Out,2015-08-09
15959,Resort Hotel,0,82,2015,August,32,2,2,5,1,1.0,0,HB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,,,0,Transient,194.64,0,2,Check-Out,2015-08-09
15969,Resort Hotel,0,55,2015,August,32,2,2,5,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,241.0,,0,Transient,148.75,0,4,Check-Out,2015-08-09
16034,Resort Hotel,0,151,2015,August,32,2,4,6,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,196.0,,0,Transient,134.1,1,1,Check-Out,2015-08-12
16061,Resort Hotel,0,109,2015,August,32,2,4,7,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,134.0,1,2,Check-Out,2015-08-13
16120,Resort Hotel,0,329,2015,August,32,2,4,10,3,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,40.0,,0,Contract,146.2,0,2,Check-Out,2015-08-16
16124,Resort Hotel,0,173,2015,August,32,2,4,10,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient-Party,132.6,0,1,Check-Out,2015-08-16
16125,Resort Hotel,0,173,2015,August,32,2,4,10,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient-Party,120.6,0,1,Check-Out,2015-08-16
40594,City Hotel,0,2,2015,August,32,2,1,0,1,0.0,0,BB,AGO,Complementary,Direct,0,0,0,E,D,0,No Deposit,,,0,Transient,0.0,0,0,Check-Out,2015-08-03
40595,City Hotel,0,83,2015,August,32,2,2,1,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,76.5,0,1,Check-Out,2015-08-05
76629,City Hotel,0,3,2015,August,32,2,1,0,1,0.0,0,BB,PRT,Complementary,Corporate,0,0,0,A,D,0,No Deposit,,,0,Transient,0.0,0,1,Check-Out,2015-08-03
76642,City Hotel,0,3,2015,August,32,2,1,0,1,0.0,0,BB,PRT,Complementary,TA/TO,0,0,0,A,D,0,No Deposit,,,0,Transient,0.0,0,1,Check-Out,2015-08-03
76649,City Hotel,0,150,2015,August,32,2,2,0,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,76.5,0,1,Check-Out,2015-08-04
76650,City Hotel,0,150,2015,August,32,2,2,0,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,76.5,0,1,Check-Out,2015-08-04
882,Resort Hotel,0,21,2015,August,32,3,0,0,2,2.0,0,BB,PRT,Direct,Direct,0,0,0,C,F,0,No Deposit,250.0,,0,Transient,0.0,0,0,Check-Out,2015-08-03
883,Resort Hotel,0,0,2015,August,32,3,1,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,241.0,,0,Transient,144.76,0,0,Check-Out,2015-08-04
884,Resort Hotel,1,47,2015,August,32,3,1,1,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,205.0,0,0,Canceled,2015-06-17
885,Resort Hotel,1,81,2015,August,32,3,1,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,8.0,,0,Contract,123.0,0,0,Canceled,2015-07-18
886,Resort Hotel,1,52,2015,August,32,3,1,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,173.0,0,0,Canceled,2015-07-13
887,Resort Hotel,1,13,2015,August,32,3,1,4,2,2.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,C,C,1,No Deposit,142.0,,0,Contract,220.55,0,0,Canceled,2015-07-24
888,Resort Hotel,0,83,2015,August,32,3,2,5,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,162.14,0,1,Check-Out,2015-08-10
889,Resort Hotel,1,131,2015,August,32,3,2,5,2,0.0,1,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,177.0,,0,Transient,119.7,0,1,Canceled,2015-03-28
890,Resort Hotel,0,460,2015,August,32,3,2,5,1,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,40.0,,0,Contract,77.54,0,0,Check-Out,2015-08-10
891,Resort Hotel,1,82,2015,August,32,3,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,120.6,0,0,Canceled,2015-07-06
892,Resort Hotel,1,61,2015,August,32,3,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,153.0,0,0,Canceled,2015-07-23
15037,Resort Hotel,1,179,2015,August,32,3,1,4,2,0.0,0,HB,PRT,Online TA,TA/TO,0,1,0,E,F,0,No Deposit,240.0,,0,Transient,211.0,0,0,Canceled,2015-05-07
15225,Resort Hotel,1,160,2015,August,32,3,1,3,2,0.0,0,BB,PRT,Direct,Direct,0,1,0,F,F,0,No Deposit,250.0,,0,Transient,164.15,0,1,Canceled,2015-06-18
15412,Resort Hotel,1,165,2015,August,32,3,1,2,2,2.0,0,BB,PRT,Online TA,TA/TO,0,1,0,G,G,0,No Deposit,240.0,,0,Transient,199.0,0,3,Canceled,2015-07-14
15619,Resort Hotel,1,171,2015,August,32,3,1,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,240.0,,0,Transient,134.0,0,1,Canceled,2015-07-29
15797,Resort Hotel,0,1,2015,August,32,3,0,0,2,1.0,0,BB,PRT,Online TA,TA/TO,1,0,0,A,I,1,No Deposit,240.0,,0,Group,0.0,0,1,Check-Out,2015-08-03
15826,Resort Hotel,0,25,2015,August,32,3,1,0,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,E,F,0,No Deposit,,,0,Transient,207.0,0,0,Check-Out,2015-08-04
15835,Resort Hotel,0,4,2015,August,32,3,1,0,2,1.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,241.0,,0,Transient,143.34,0,2,Check-Out,2015-08-04
15842,Resort Hotel,0,0,2015,August,32,3,1,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,241.0,,0,Transient,132.44,0,0,Check-Out,2015-08-04
15858,Resort Hotel,0,0,2015,August,32,3,1,1,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240.0,,0,Transient,241.0,0,0,Check-Out,2015-08-05
15889,Resort Hotel,0,211,2015,August,32,3,1,3,2,2.0,0,HB,PRT,Online TA,TA/TO,0,0,0,G,H,0,No Deposit,240.0,,0,Transient,256.0,0,2,Check-Out,2015-08-07
15892,Resort Hotel,0,55,2015,August,32,3,1,3,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,250.0,,0,Transient,210.0,0,0,Check-Out,2015-08-07
15894,Resort Hotel,0,328,2015,August,32,3,1,3,2,0.0,1,BB,FRA,Online TA,TA/TO,0,0,0,A,E,1,No Deposit,240.0,,0,Transient,164.0,0,1,Check-Out,2015-08-07
15897,Resort Hotel,0,211,2015,August,32,3,1,3,2,2.0,0,HB,PRT,Online TA,TA/TO,0,0,0,G,H,0,No Deposit,240.0,,0,Transient,244.0,1,2,Check-Out,2015-08-07
15898,Resort Hotel,0,88,2015,August,32,3,1,3,2,1.0,1,BB,PRT,Direct,Direct,0,0,0,G,G,1,No Deposit,,,0,Transient,191.1,0,2,Check-Out,2015-08-07
15899,Resort Hotel,0,160,2015,August,32,3,1,3,2,1.0,0,BB,PRT,Direct,Direct,0,0,0,E,F,0,No Deposit,,,0,Transient,137.75,0,2,Check-Out,2015-08-07
15907,Resort Hotel,0,5,2015,August,32,3,1,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,191.0,0,3,Check-Out,2015-08-07
15908,Resort Hotel,0,66,2015,August,32,3,1,3,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,F,0,No Deposit,,,0,Transient,168.25,0,0,Check-Out,2015-08-07
15914,Resort Hotel,0,160,2015,August,32,3,1,4,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,119.9,1,2,Check-Out,2015-08-08
15915,Resort Hotel,0,160,2015,August,32,3,1,4,2,1.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,,,0,Transient,113.9,0,2,Check-Out,2015-08-08
15916,Resort Hotel,0,160,2015,August,32,3,1,4,2,0.0,1,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,119.9,1,3,Check-Out,2015-08-08
15917,Resort Hotel,0,160,2015,August,32,3,1,4,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,113.9,0,2,Check-Out,2015-08-08
15918,Resort Hotel,0,258,2015,August,32,3,1,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,134.0,0,0,Check-Out,2015-08-08
15922,Resort Hotel,0,112,2015,August,32,3,1,4,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,196.0,0,0,Check-Out,2015-08-08
15938,Resort Hotel,0,75,2015,August,32,3,1,5,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,149.0,,0,Transient,123.0,0,2,Check-Out,2015-08-09
15942,Resort Hotel,0,194,2015,August,32,3,1,5,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,E,2,No Deposit,240.0,,0,Transient,196.0,0,2,Check-Out,2015-08-09
15950,Resort Hotel,0,6,2015,August,32,3,1,5,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240.0,,0,Transient,221.0,0,3,Check-Out,2015-08-09
15960,Resort Hotel,0,53,2015,August,32,3,1,5,2,0.0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,C,C,3,No Deposit,177.0,,0,Transient,180.0,1,3,Check-Out,2015-08-09
15961,Resort Hotel,0,53,2015,August,32,3,1,5,2,0.0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,C,C,3,No Deposit,177.0,,0,Transient,180.0,0,3,Check-Out,2015-08-09
15962,Resort Hotel,0,53,2015,August,32,3,1,5,2,0.0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,C,C,3,No Deposit,177.0,,0,Transient,180.0,1,3,Check-Out,2015-08-09
15963,Resort Hotel,0,51,2015,August,32,3,1,5,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,240.0,,0,Transient,173.0,0,0,Check-Out,2015-08-09
15974,Resort Hotel,0,460,2015,August,32,3,2,5,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,40.0,,0,Contract,134.73,0,0,Check-Out,2015-08-10
15976,Resort Hotel,0,460,2015,August,32,3,2,5,1,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,40.0,,0,Contract,77.54,0,0,Check-Out,2015-08-10
15977,Resort Hotel,0,23,2015,August,32,3,2,5,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,211.0,0,2,Check-Out,2015-08-10
15979,Resort Hotel,0,213,2015,August,32,3,2,5,2,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,175.0,,0,Transient,96.3,0,1,Check-Out,2015-08-10
15981,Resort Hotel,0,82,2015,August,32,3,2,5,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,147.0,,0,Transient-Party,119.49,0,2,Check-Out,2015-08-10
15983,Resort Hotel,0,96,2015,August,32,3,2,5,2,0.0,0,HB,CHE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,186.0,0,0,Check-Out,2015-08-10
15984,Resort Hotel,0,131,2015,August,32,3,2,5,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,134.0,,0,Transient,119.7,0,1,Check-Out,2015-08-10
15993,Resort Hotel,0,81,2015,August,32,3,2,5,2,1.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient,162.14,0,2,Check-Out,2015-08-10
15994,Resort Hotel,0,179,2015,August,32,3,2,5,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,120.6,0,1,Check-Out,2015-08-10
15997,Resort Hotel,0,146,2015,August,32,3,2,5,3,0.0,0,BB,NLD,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,71.0,,0,Contract,130.01,0,2,Check-Out,2015-08-10
15998,Resort Hotel,0,146,2015,August,32,3,2,5,2,1.0,0,BB,NOR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,71.0,,0,Contract,120.38,0,1,Check-Out,2015-08-10
16000,Resort Hotel,0,146,2015,August,32,3,2,5,1,1.0,0,BB,NOR,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,71.0,,0,Contract,120.38,0,1,Check-Out,2015-08-10
16001,Resort Hotel,0,82,2015,August,32,3,2,5,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,147.0,,0,Transient-Party,119.49,0,2,Check-Out,2015-08-10
16002,Resort Hotel,0,108,2015,August,32,3,2,5,3,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,15.0,,0,Transient,166.05,0,2,Check-Out,2015-08-10
16003,Resort Hotel,0,146,2015,August,32,3,2,5,2,0.0,0,BB,NLD,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,71.0,,0,Contract,96.3,0,2,Check-Out,2015-08-10
16004,Resort Hotel,0,126,2015,August,32,3,2,5,2,0.0,1,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,177.0,,0,Transient,134.1,0,2,Check-Out,2015-08-10
16005,Resort Hotel,0,112,2015,August,32,3,2,5,2,0.0,0,FB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,5.0,,0,Transient,142.3,0,0,Check-Out,2015-08-10
16013,Resort Hotel,0,81,2015,August,32,3,3,5,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,261.0,,0,Transient,149.0,0,1,Check-Out,2015-08-11
16025,Resort Hotel,0,153,2015,August,32,3,3,6,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40.0,,0,Contract,93.6,0,1,Check-Out,2015-08-12
16026,Resort Hotel,0,153,2015,August,32,3,3,6,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40.0,,0,Contract,93.6,0,1,Check-Out,2015-08-12
16179,Resort Hotel,0,7,2015,August,32,3,4,10,3,0.0,0,BB,NLD,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,71.0,,0,Transient,166.05,0,1,Check-Out,2015-08-17
40596,City Hotel,0,0,2015,August,32,3,1,0,2,0.0,0,BB,PRT,Complementary,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient,0.0,0,0,Check-Out,2015-08-04
40597,City Hotel,0,6,2015,August,32,3,1,0,1,2.0,0,BB,PRT,Direct,Direct,0,0,0,B,B,0,No Deposit,,,0,Transient,75.0,1,1,Check-Out,2015-08-04
40598,City Hotel,0,0,2015,August,32,3,1,0,2,0.0,0,BB,PRT,Complementary,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient,0.0,0,0,Check-Out,2015-08-04
40599,City Hotel,0,6,2015,August,32,3,1,0,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,B,B,0,No Deposit,,,0,Transient-Party,75.0,0,1,Check-Out,2015-08-04
40600,City Hotel,1,2,2015,August,32,3,1,0,2,,0,BB,PRT,Undefined,Undefined,0,0,0,B,B,0,No Deposit,,,0,Transient-Party,12.0,0,1,Canceled,2015-08-01
40601,City Hotel,1,76,2015,August,32,3,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,12.0,0,0,Canceled,2015-06-15
40602,City Hotel,0,84,2015,August,32,3,1,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,,0,Transient,85.5,1,1,Check-Out,2015-08-06
40603,City Hotel,0,7,2015,August,32,3,1,2,2,1.0,1,BB,PRT,Complementary,Direct,0,0,0,F,F,0,No Deposit,,,0,Transient,0.0,0,2,Check-Out,2015-08-06
40604,City Hotel,1,76,2015,August,32,3,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,12.0,0,0,Canceled,2015-06-15
40605,City Hotel,1,28,2015,August,32,3,1,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Canceled,2015-07-31
40606,City Hotel,1,28,2015,August,32,3,1,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Canceled,2015-07-31
40607,City Hotel,1,28,2015,August,32,3,1,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Canceled,2015-07-31
40608,City Hotel,0,28,2015,August,32,3,1,3,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Check-Out,2015-08-07
40609,City Hotel,1,28,2015,August,32,3,1,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Canceled,2015-07-31
40610,City Hotel,0,28,2015,August,32,3,1,3,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Check-Out,2015-08-07
40611,City Hotel,1,28,2015,August,32,3,1,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Canceled,2015-07-31
40612,City Hotel,0,28,2015,August,32,3,1,3,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Check-Out,2015-08-07
40613,City Hotel,1,28,2015,August,32,3,1,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Canceled,2015-07-31
40614,City Hotel,1,28,2015,August,32,3,1,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Canceled,2015-07-31
40615,City Hotel,1,28,2015,August,32,3,1,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Canceled,2015-07-31
40616,City Hotel,0,28,2015,August,32,3,1,3,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Check-Out,2015-08-07
40617,City Hotel,1,28,2015,August,32,3,1,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Canceled,2015-07-31
40618,City Hotel,1,28,2015,August,32,3,1,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Canceled,2015-07-31
40619,City Hotel,1,28,2015,August,32,3,1,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Canceled,2015-07-31
40620,City Hotel,0,28,2015,August,32,3,1,3,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Check-Out,2015-08-07
40621,City Hotel,0,28,2015,August,32,3,1,3,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient,62.0,0,0,Check-Out,2015-08-07
40622,City Hotel,1,28,2015,August,32,3,1,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Canceled,2015-07-31
40623,City Hotel,0,28,2015,August,32,3,1,3,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Check-Out,2015-08-07
40624,City Hotel,1,28,2015,August,32,3,1,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Canceled,2015-07-31
40625,City Hotel,1,28,2015,August,32,3,1,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Canceled,2015-07-31
40626,City Hotel,1,28,2015,August,32,3,1,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Canceled,2015-07-31
40627,City Hotel,0,3,2015,August,32,3,1,3,1,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,60.0,0,0,Check-Out,2015-08-07
40628,City Hotel,0,28,2015,August,32,3,1,3,3,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,D,1,No Deposit,1.0,,0,Transient-Party,84.0,0,0,Check-Out,2015-08-07
40629,City Hotel,1,28,2015,August,32,3,1,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Canceled,2015-07-31
40630,City Hotel,0,28,2015,August,32,3,1,3,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Check-Out,2015-08-07
40631,City Hotel,0,28,2015,August,32,3,1,3,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Check-Out,2015-08-07
40632,City Hotel,1,28,2015,August,32,3,1,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Canceled,2015-07-31
40633,City Hotel,0,28,2015,August,32,3,1,3,1,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,0.0,0,0,Check-Out,2015-08-07
40634,City Hotel,1,28,2015,August,32,3,1,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Canceled,2015-07-31
40635,City Hotel,0,111,2015,August,32,3,1,4,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,,0,Transient,76.5,0,0,Check-Out,2015-08-08
40636,City Hotel,1,81,2015,August,32,3,5,12,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,76.5,0,1,Canceled,2015-05-18
